BPM,SpO2,Temperature_C,Humidity_%,GSR,Angle_X,Angle_Y,Heat_Therapy_Duration,Sleep_Quality
101,90,35.85,24.96,300,9.61,0.54,6.96,63.33
58,92,36.4,54.99,286,-1.38,3.74,1.23,90.58
61,91,38.38,81.17,137,2.27,-0.18,13.23,89.29
89,98,37.4,42.88,278,-0.99,3.21,12.52,76.01
102,92,37.16,28.98,213,-3.56,-2.7,14.58,65.74
99,91,37.62,24.79,238,-8.45,-9.44,16.0,53.79
73,93,36.75,51.33,284,-0.88,9.48,6.02,76.75
117,91,37.77,31.48,480,6.37,6.39,17.97,55.79
92,90,36.68,44.23,30,-9.66,-8.53,12.0,52.77
113,95,37.98,77.4,205,1.64,-1.02,20.95,64.41
67,99,36.3,46.88,457,7.62,2.7,0.84,83.26
101,97,36.33,62.69,273,-5.65,-6.19,9.63,60.76
115,99,37.07,55.15,10,-6.33,1.56,18.74,53.23
85,99,36.79,70.3,358,5.45,0.67,7.88,77.32
76,91,37.44,30.93,46,-4.9,-5.83,12.46,70.04
97,98,36.59,84.43,2,-6.16,-7.18,12.84,55.54
108,92,36.19,65.05,129,-2.44,5.18,11.77,59.44
64,97,36.91,38.97,437,-2.15,-3.55,3.48,89.9
96,97,37.18,28.63,71,7.48,-5.12,14.9,58.3
118,92,35.93,30.48,158,2.37,4.76,12.16,55.61
75,92,37.17,74.79,391,-1.88,4.72,7.44,82.4
95,95,36.46,61.17,426,0.69,-4.47,7.53,74.83
78,90,36.68,46.65,431,9.08,7.45,5.18,69.78
89,93,36.34,43.3,129,-7.74,3.77,8.7,64.28
110,90,38.29,79.9,21,-5.85,-3.08,23.76,54.7
84,92,37.55,81.23,379,9.25,-1.45,11.26,72.74
111,98,36.29,60.69,388,9.15,4.53,10.26,55.84
101,94,37.44,56.72,134,-6.46,-5.77,16.54,57.51
89,94,38.05,77.15,19,-7.1,-0.62,18.34,66.61
73,93,36.7,72.45,219,-1.58,3.07,6.43,82.3
62,92,37.99,48.02,332,-9.01,0.79,9.53,83.89
80,94,35.96,25.79,129,3.1,2.17,5.03,76.26
84,93,37.97,73.8,31,-8.45,0.92,16.83,67.37
61,97,37.12,31.81,89,-8.84,-6.02,7.41,73.45
119,93,36.17,21.15,258,-0.3,-1.8,12.56,63.15
90,97,36.72,79.03,424,9.16,0.64,7.87,71.73
79,95,38.46,60.48,297,-1.46,5.6,15.65,77.96
91,94,37.85,82.42,332,-2.87,3.08,14.63,74.0
55,93,37.23,53.92,248,9.96,-1.47,5.15,83.75
69,93,35.85,84.85,468,0.64,9.49,0.0,82.71
91,93,36.75,44.78,172,-2.5,-7.84,10.75,65.53
67,98,36.29,70.72,356,-2.28,-5.86,1.79,83.84
62,93,35.71,41.07,470,-6.1,-3.17,0.0,87.27
59,98,37.13,20.08,454,0.24,-5.43,3.39,92.77
114,99,38.17,46.58,400,-1.22,2.51,20.14,66.52
55,95,37.53,71.64,475,-4.58,-9.21,4.38,85.45
90,99,36.25,30.5,383,-6.79,-6.45,5.92,66.77
89,96,37.22,55.34,46,-3.78,-4.13,13.94,66.93
117,99,38.33,34.86,477,0.17,3.67,20.78,66.43
77,92,37.67,25.22,196,-8.83,7.52,12.28,65.8
63,97,37.57,63.22,407,-6.93,5.97,6.87,81.17
88,92,38.4,86.64,454,8.95,-6.36,15.58,66.71
100,90,37.9,41.75,378,0.86,1.31,16.2,74.96
58,99,35.91,60.65,33,-8.73,-9.4,1.32,69.9
84,94,36.54,86.75,253,3.86,-3.79,7.48,73.88
57,91,38.4,65.53,247,-8.76,6.12,11.41,78.58
68,99,36.97,67.12,433,4.78,-0.87,4.62,87.89
114,95,35.83,32.52,41,5.0,-7.0,12.06,49.42
99,99,36.88,54.48,288,3.02,-1.23,11.8,71.16
88,98,37.59,45.7,122,4.64,-6.04,14.83,65.62
99,90,38.49,52.97,26,-8.24,-2.14,22.5,58.57
115,93,36.47,76.06,461,4.54,-0.24,11.25,65.99
70,90,37.04,52.25,58,-7.27,-3.01,9.13,73.83
94,90,38.14,24.4,146,-3.21,8.74,18.54,61.58
71,97,36.57,83.39,495,8.85,1.25,2.58,82.27
88,91,35.83,58.14,114,0.06,6.86,6.1,69.98
70,90,38.35,84.71,485,9.35,5.21,11.38,77.22
114,97,36.97,60.06,459,-8.22,3.22,13.54,58.45
67,93,37.01,24.87,386,-0.45,-0.06,5.08,93.61
110,92,37.36,58.7,198,-8.75,-9.96,17.34,46.51
85,93,35.51,60.3,127,2.6,2.27,3.78,74.19
88,94,38.29,35.0,375,-8.43,-2.88,15.82,69.93
93,90,36.58,52.97,482,-6.49,-7.64,7.2,66.18
62,90,36.69,52.16,152,-4.82,-1.11,4.83,84.92
109,92,36.02,63.6,368,4.97,4.71,8.73,61.24
81,95,36.63,38.17,270,-6.72,9.23,7.17,65.75
107,90,37.91,60.72,338,6.93,-2.52,18.08,61.92
93,91,37.9,36.87,443,-7.36,0.85,14.17,72.5
119,96,38.31,51.25,82,-9.3,7.02,25.02,42.56
71,90,36.71,28.59,22,-2.1,-3.32,8.03,78.44
84,96,37.63,22.61,10,9.59,-7.15,15.33,58.11
107,93,37.02,42.44,186,-7.79,-4.36,15.15,55.63
67,99,37.91,39.22,468,-7.97,7.98,8.78,76.72
75,95,37.64,48.49,115,5.02,-6.81,12.54,70.6
73,97,36.6,87.34,161,-3.76,-3.42,6.51,78.11
107,98,36.51,56.56,102,4.35,-0.71,13.43,62.48
73,95,36.26,58.72,242,-6.0,6.94,3.97,72.81
111,98,37.23,85.91,6,-0.8,8.75,18.79,53.16
79,93,38.39,84.48,361,-4.69,-1.48,14.65,80.31
85,95,36.1,81.89,171,-0.97,8.64,6.29,69.39
109,97,35.79,26.86,255,5.38,-6.77,8.68,56.02
77,98,35.86,64.4,246,5.24,-6.86,2.73,71.9
86,92,37.85,76.57,474,0.32,8.99,12.21,75.32
116,91,36.55,78.49,191,8.57,0.19,14.54,55.31
64,95,36.17,60.45,113,-4.72,-6.28,3.04,77.05
108,93,36.56,21.22,22,-5.19,-0.24,14.67,59.92
106,90,37.44,88.16,357,2.28,5.66,15.31,64.61
74,97,37.14,53.05,313,2.43,6.54,7.87,78.5
86,98,37.73,47.55,275,-9.07,7.28,13.6,62.88
68,98,36.52,47.65,410,2.16,1.39,2.59,89.94
104,91,36.86,49.69,372,-2.51,7.34,11.86,63.62
82,98,35.81,36.95,443,4.95,0.2,1.5,81.68
107,96,35.72,42.91,135,6.16,2.14,9.15,59.24
78,94,36.89,88.98,356,1.04,5.17,6.97,80.66
76,96,36.4,45.77,194,-9.97,-1.49,5.78,72.13
84,98,37.34,56.87,257,2.73,-8.53,11.42,69.63
117,97,35.63,79.38,277,4.98,-3.0,9.28,57.47
58,95,35.87,56.92,69,-5.02,2.48,0.74,83.38
113,93,38.1,42.71,358,-0.71,-6.15,20.0,62.43
62,90,37.2,56.66,359,9.31,-7.03,5.3,76.56
66,95,37.64,27.99,35,-4.04,-4.14,11.53,77.89
85,92,38.03,29.1,107,-5.54,-9.36,16.56,61.77
88,95,36.89,68.59,23,-5.78,4.87,12.33,63.68
103,95,37.78,84.22,139,1.18,-4.83,18.63,64.08
111,93,37.07,70.8,464,9.0,-7.52,13.43,53.97
80,91,36.17,25.22,21,2.17,3.98,7.13,73.03
72,98,36.51,48.2,338,-3.93,6.86,4.08,77.81
92,91,36.97,20.18,328,2.77,-9.6,10.48,65.71
104,92,36.45,55.78,203,2.5,-5.33,11.52,62.67
62,99,36.51,33.52,379,1.94,8.9,1.64,83.57
95,90,36.51,80.77,223,-6.81,-2.29,9.83,66.03
60,96,35.87,27.3,222,2.69,8.77,0.0,80.68
98,90,35.75,20.1,80,-1.4,-4.52,8.07,65.51
118,98,35.64,51.58,406,-9.63,-5.64,8.24,50.8
83,90,35.83,30.88,329,0.8,-5.72,2.97,77.26
82,94,36.53,71.66,190,9.79,-8.3,7.66,61.1
65,96,37.28,84.4,285,-3.01,7.93,7.06,80.08
119,92,36.06,22.94,146,9.31,9.6,13.16,40.73
73,98,38.16,47.69,281,-8.08,9.09,13.11,68.52
63,97,37.93,89.78,473,4.65,7.04,8.0,83.93
81,92,37.06,71.29,383,-7.71,6.94,8.18,69.58
88,94,37.67,86.72,10,-4.53,3.22,16.36,66.9
98,96,36.6,31.49,275,1.42,6.52,10.34,66.97
69,93,35.61,35.5,373,1.86,-5.83,0.0,83.73
105,94,38.21,30.84,55,5.5,-2.24,22.01,59.3
67,92,35.88,41.17,172,2.31,2.82,1.6,83.79
103,98,38.34,70.71,451,1.87,7.5,18.31,66.28
110,99,37.22,31.55,302,8.25,3.21,15.56,57.29
105,98,36.42,56.7,203,-0.96,6.78,11.55,62.28
91,96,36.99,38.84,344,-5.49,-0.52,10.19,74.16
71,99,37.0,78.04,247,-6.76,4.35,7.25,76.11
112,91,35.57,20.46,313,-2.0,9.6,7.62,56.34
83,96,36.57,35.62,265,4.26,-6.93,7.28,70.38
87,96,37.72,62.37,21,-9.15,8.54,16.29,55.69
114,94,37.03,26.77,326,-7.42,0.45,15.19,60.08
109,98,36.23,52.64,23,-7.88,2.86,13.23,53.07
64,92,36.51,50.53,193,1.71,7.56,3.9,80.75
101,93,38.09,79.68,95,-5.14,-1.81,20.2,63.06
77,90,37.08,63.78,468,-6.67,-1.63,6.6,80.9
75,95,37.09,64.78,444,1.86,0.54,6.49,88.5
67,93,38.38,86.63,262,5.23,-9.62,13.2,73.93
87,90,36.46,88.77,71,-3.36,-0.07,9.5,73.81
78,91,36.94,65.74,242,1.56,-4.18,8.37,78.95
65,92,37.94,56.54,382,-8.04,8.56,9.36,75.22
71,98,37.78,62.55,37,8.7,-8.25,13.21,64.9
101,97,36.3,46.77,404,-3.26,-0.81,8.15,72.69
79,96,35.95,89.12,391,9.95,8.95,2.16,65.64
75,93,37.6,69.35,376,9.57,8.02,9.75,68.91
66,90,36.27,40.37,88,5.58,4.03,4.18,77.24
91,97,38.27,24.04,27,-9.6,1.79,19.77,61.38
96,93,35.89,23.13,91,0.87,-4.39,8.23,67.51
71,92,36.45,34.34,53,-8.26,-2.66,6.44,72.45
102,98,35.66,36.3,158,7.9,-8.2,7.64,52.84
82,99,37.61,49.05,371,5.79,5.72,11.24,72.6
95,93,38.17,35.04,227,9.45,-3.52,18.1,61.48
101,93,37.41,64.16,472,2.17,3.36,13.02,72.31
72,98,38.31,34.79,371,0.44,-2.85,12.76,87.47
67,91,35.89,33.15,375,0.38,-0.71,0.0,92.69
67,94,35.76,52.99,40,-2.27,1.1,2.32,83.25
85,93,38.02,82.21,36,-0.63,6.04,17.22,70.22
56,98,38.07,52.78,124,2.71,-5.78,10.79,84.3
70,94,37.99,48.97,421,8.66,-2.02,10.26,80.6
63,98,37.9,60.47,178,1.92,-7.4,10.8,80.88
92,98,36.59,38.0,331,7.14,-8.48,8.52,61.87
108,91,36.15,44.74,36,7.26,2.09,12.5,55.5
110,98,38.29,34.97,100,0.38,-6.22,22.93,59.09
99,92,36.42,60.03,30,-3.05,-8.8,12.11,56.87
88,93,36.7,68.82,189,2.79,7.94,9.69,66.9
63,90,37.6,67.16,145,-1.08,0.69,9.64,89.28
62,90,36.38,37.84,89,-8.37,-7.31,3.91,71.97
61,90,37.96,74.58,5,-2.44,-8.93,12.44,75.95
90,98,35.71,37.92,392,9.88,-7.6,3.13,61.86
72,97,37.87,30.52,138,-9.03,-0.57,12.89,75.24
57,94,37.31,44.49,94,3.93,3.37,7.49,84.62
82,94,37.22,61.84,118,6.82,2.83,11.81,69.78
98,98,36.88,29.94,365,2.97,-7.11,10.83,66.2
75,92,36.33,65.37,119,1.39,2.67,5.97,80.0
82,92,36.89,80.41,385,4.15,-1.9,7.51,79.44
108,96,36.85,40.52,122,-1.41,-0.71,15.13,65.9
108,98,37.25,51.51,284,-8.17,6.03,15.52,54.64
119,95,36.34,35.98,365,9.25,-3.35,12.37,52.68
75,91,35.73,45.29,376,-1.35,-7.06,0.4,79.92
67,90,35.94,21.54,178,3.31,7.47,1.8,77.13
111,91,37.6,86.76,489,0.63,-5.76,15.8,66.62
103,90,35.57,49.11,324,-8.91,-4.12,5.7,59.35
108,99,38.07,75.22,406,9.05,4.13,18.39,58.3
64,99,37.58,29.99,483,5.85,3.67,6.39,86.23
107,98,37.8,76.86,6,-7.02,6.01,20.86,50.99
98,99,38.01,80.21,383,9.63,-6.32,16.31,59.51
101,97,35.87,70.08,311,4.74,-2.95,6.93,66.49
107,96,37.97,83.22,126,-0.55,-7.48,20.48,59.38
100,92,37.01,31.7,76,2.23,0.82,14.81,67.86
67,97,38.16,53.35,233,-7.87,-4.15,12.35,76.74
91,91,38.16,63.41,317,1.21,3.78,16.33,74.86
78,91,35.57,61.73,73,-8.53,-9.99,3.23,60.24
56,99,36.65,80.27,483,0.9,-8.81,0.11,90.02
68,92,37.08,35.1,463,1.05,-1.35,4.87,92.38
64,96,37.54,32.3,270,7.49,9.16,8.28,73.42
89,90,36.36,37.74,308,4.5,7.82,7.01,66.88
79,97,36.26,82.41,426,-5.01,9.88,3.32,71.15
57,96,36.64,85.87,466,7.77,-1.66,0.46,89.5
71,93,37.0,59.87,468,1.46,-9.07,5.03,81.22
66,94,38.35,55.1,119,2.13,-3.88,14.28,82.17
108,99,37.79,62.38,34,-6.62,3.52,20.69,54.52
78,90,36.79,63.14,206,7.16,-7.3,7.98,67.78
83,93,35.66,31.92,495,8.62,-4.0,0.47,73.26
97,90,36.01,68.05,269,5.5,-8.88,7.24,59.63
79,90,36.87,51.66,92,8.82,-0.5,9.72,71.16
114,99,37.94,56.22,452,-3.95,-5.82,18.49,60.31
119,90,36.64,22.12,377,7.22,-8.18,13.74,49.56
82,96,37.12,73.52,176,-0.22,-1.78,10.72,80.12
70,96,38.18,78.48,273,-6.72,-2.98,12.65,78.82
101,93,38.24,63.36,178,3.38,0.75,20.13,68.11
112,91,36.15,72.41,128,3.68,4.98,12.36,56.16
81,92,35.63,56.59,124,-4.26,-7.75,3.61,67.57
107,97,36.42,63.28,26,-9.45,5.82,13.72,48.69
96,97,37.59,47.62,63,-6.0,-9.47,17.01,54.69
113,95,38.35,75.43,59,-2.0,-1.14,24.28,60.91
101,99,35.73,52.78,218,-6.65,1.75,7.18,63.78
88,98,35.59,67.61,216,-6.12,9.14,3.87,62.01
91,98,38.15,63.5,168,-2.17,1.48,17.78,73.48
60,93,37.74,69.16,148,9.24,-6.83,9.74,73.69
61,90,38.48,74.97,269,5.28,0.35,12.39,88.12
79,90,36.69,55.89,115,-3.61,-2.08,8.6,75.97
87,99,36.75,76.91,244,9.03,-0.41,9.2,70.05
109,94,36.02,54.81,147,2.91,-6.06,10.91,57.67
112,91,35.85,86.96,91,-0.89,0.02,11.23,64.73
61,95,37.24,72.69,84,-0.63,-7.0,8.04,82.02
111,96,36.59,31.98,86,-1.79,4.88,14.8,58.22
66,90,35.74,78.07,394,-5.34,1.88,0.0,86.22
70,95,38.16,58.61,119,-2.27,-8.43,14.11,74.54
97,97,36.1,88.91,449,0.56,7.79,5.89,70.46
61,94,37.75,70.32,339,0.56,2.33,8.04,92.81
105,96,36.35,25.91,23,5.23,-3.68,13.0,57.26
86,99,37.94,47.65,374,-2.82,-9.09,13.65,70.19
62,95,35.86,56.21,88,4.34,2.64,1.3,82.38
99,93,37.77,78.73,36,1.56,-2.53,18.78,66.31
113,96,35.79,71.05,341,9.24,8.15,8.66,49.45
58,99,36.84,45.86,382,-2.29,-9.3,2.48,84.72
83,98,37.7,65.74,407,8.02,-9.22,11.54,65.95
83,99,36.02,60.38,270,6.41,8.99,4.5,65.42
82,99,36.36,28.82,11,2.75,9.3,8.57,64.76
98,96,38.09,36.44,493,3.09,-9.45,15.64,65.82
58,94,38.16,43.88,94,-8.31,4.32,11.94,77.73
63,96,35.63,33.68,490,9.0,-5.57,0.0,80.81
59,92,36.0,30.51,447,-7.86,4.03,0.0,85.17
110,91,35.85,24.07,30,1.26,7.37,11.46,55.23
104,94,36.04,81.12,436,-3.4,-7.98,7.14,63.06
69,93,38.41,40.23,349,-1.4,-5.22,12.86,84.53
86,94,37.15,40.32,232,2.2,-9.52,11.15,67.57
82,97,36.9,34.44,339,8.18,-9.12,8.03,65.02
76,93,38.45,53.28,327,-0.85,-9.41,14.7,76.23
71,98,37.17,56.0,299,9.75,6.01,7.56,71.56
113,96,37.48,34.58,285,1.86,-4.03,17.67,62.13
111,99,36.5,62.6,34,-6.79,-0.14,14.85,56.87
80,96,36.65,70.61,20,-6.2,5.76,9.53,66.05
79,97,37.28,46.17,110,4.32,-0.1,11.62,77.39
64,95,35.71,60.98,487,-8.99,-1.42,0.0,85.25
99,97,36.27,55.16,318,-0.39,-9.77,8.46,64.67
65,92,36.09,33.69,347,-7.04,1.36,0.48,84.36
107,99,35.55,71.1,486,-1.34,-7.51,4.78,65.61
82,99,37.11,76.1,144,5.0,5.29,11.01,69.53
119,90,37.18,65.42,11,-0.82,-4.85,20.11,53.92
103,95,36.65,42.67,243,-6.73,3.48,11.93,61.1
101,90,36.31,84.88,497,-4.96,2.92,7.26,69.98
106,98,37.46,51.88,145,-2.65,2.33,17.53,63.92
108,91,35.9,38.61,238,-8.61,-4.66,9.24,54.84
114,91,37.06,48.58,91,1.69,-4.66,17.67,57.21
111,96,37.8,68.45,315,2.15,7.26,18.57,59.51
101,91,35.99,79.22,322,-8.76,-9.74,7.44,53.74
85,99,37.76,44.96,114,-1.95,-6.37,15.16,69.79
100,97,37.78,36.28,14,-1.72,2.2,19.27,65.57
80,95,35.68,63.85,271,-3.32,6.34,2.19,73.82
59,96,35.56,84.49,21,1.15,-2.83,0.0,86.13
106,96,38.42,32.83,117,-3.08,3.07,22.64,61.96
108,95,36.08,76.21,368,-1.67,1.14,8.82,69.98
87,99,37.97,53.36,94,5.95,-8.71,16.79,60.79
104,98,37.19,75.97,446,-6.76,2.44,12.77,65.89
92,98,36.29,55.39,414,2.38,6.28,6.23,71.89
81,96,35.89,46.41,256,0.11,9.85,3.59,72.67
69,98,36.99,68.77,330,-3.9,-9.41,5.95,76.13
115,99,36.72,83.04,261,4.55,3.2,14.5,58.42
75,92,37.6,42.42,86,1.02,-1.71,12.62,80.94
100,92,38.21,52.25,392,-0.45,-9.8,17.64,65.53
60,90,37.92,36.06,435,3.35,2.29,7.73,91.93
92,94,36.32,32.84,463,6.05,-7.55,5.89,66.94
116,93,38.14,74.45,317,9.45,-2.43,21.21,54.08
116,91,38.0,34.05,57,2.59,-4.77,23.13,54.31
100,98,38.29,75.53,229,7.49,-2.78,19.65,62.26
67,92,36.88,50.05,107,-9.98,-0.15,7.21,76.49
57,97,37.81,89.65,18,0.6,-2.82,10.75,87.76
60,95,37.27,33.81,364,-5.71,1.05,5.23,89.17
62,94,36.43,26.51,140,-8.12,-5.23,3.66,75.79
98,90,38.48,25.28,378,0.64,2.71,18.74,74.54
87,93,35.61,78.48,159,4.94,7.08,4.38,65.27
104,92,35.99,50.64,99,-1.75,-5.52,10.24,61.25
65,90,38.18,20.22,264,3.4,0.16,11.75,88.51
82,94,35.68,81.23,237,-0.21,2.97,2.94,79.92
95,95,38.16,81.38,237,-1.26,1.29,17.93,74.18
70,91,37.65,76.45,48,-4.19,-2.69,12.25,77.7
102,92,35.61,37.38,164,-2.35,2.84,7.31,66.05
110,95,36.79,46.09,286,-3.0,-9.44,13.58,55.79
118,93,37.76,72.14,414,2.92,-2.6,18.78,62.65
113,98,37.25,54.25,58,-7.68,0.65,18.77,54.66
116,94,38.31,30.77,182,-8.15,-9.59,23.42,44.36
65,93,38.1,37.0,146,3.2,0.15,12.55,86.4
72,91,36.5,88.08,446,0.93,3.09,2.93,88.11
73,95,35.75,30.57,385,-1.4,5.18,0.02,83.3
109,99,38.33,70.83,300,-6.95,-7.73,20.96,53.88
80,91,37.05,53.46,95,-1.78,9.81,10.81,67.99
60,96,35.72,72.4,42,5.79,2.12,0.7,81.34
58,92,37.95,66.28,353,7.79,-2.74,8.32,85.43
83,98,38.11,50.74,256,4.05,-5.02,15.07,72.74
113,94,37.42,44.77,212,-8.8,1.46,18.07,55.43
71,97,36.84,72.81,188,3.41,7.63,7.03,75.01
97,95,37.49,42.62,130,-5.18,0.41,16.03,67.39
88,99,37.62,75.14,346,-3.69,3.23,12.74,74.61
62,97,38.18,67.59,299,-6.08,-2.85,10.81,84.27
67,92,38.37,60.44,390,5.52,-2.24,11.84,85.0
62,92,37.04,45.82,288,2.97,-4.28,5.23,86.06
119,94,37.9,34.36,136,2.24,4.11,22.42,55.6
97,99,38.39,69.73,29,3.36,-2.82,21.58,64.67
93,92,35.95,26.39,145,-5.26,-6.19,7.42,62.66
113,97,35.55,87.94,311,-1.11,-2.61,7.76,65.26
98,99,38.11,88.51,473,2.67,7.08,15.9,68.77
63,97,36.09,29.12,467,2.73,4.77,0.0,88.84
91,91,35.63,27.28,485,5.84,-3.31,1.99,73.23
90,93,35.98,48.89,104,-4.26,8.14,7.36,62.21
82,99,36.65,87.46,286,5.41,-8.5,7.3,68.03
96,90,36.16,48.02,455,-1.2,-9.0,5.94,68.86
97,93,36.42,45.47,190,3.4,-7.45,10.08,62.28
96,93,38.43,69.25,470,-0.89,-7.67,17.13,71.13
109,99,37.61,32.51,177,8.97,-8.24,18.6,48.38
102,98,37.64,45.43,344,-6.41,3.23,15.64,64.31
76,92,35.78,40.39,238,3.5,2.02,2.24,80.14
81,91,37.7,62.11,0,1.53,2.95,15.18,74.12
67,98,37.72,31.39,109,-6.55,3.77,11.4,76.3
99,98,37.48,58.41,337,-8.68,5.14,14.33,60.66
64,90,36.19,80.03,274,5.98,-5.86,1.49,79.27
63,95,36.77,55.99,370,-6.85,2.45,3.25,84.74
108,99,38.04,67.84,381,-6.27,1.6,18.48,64.17
81,97,37.51,25.27,233,9.57,8.87,11.92,62.03
88,92,37.7,51.43,63,4.35,-5.35,15.96,65.62
55,98,37.26,26.64,243,-4.99,-8.83,5.38,80.78
86,91,36.85,61.96,52,1.82,3.07,11.42,72.17
74,95,37.78,39.67,261,0.68,4.8,11.58,81.64
89,90,35.7,40.11,16,6.89,-4.34,6.66,62.35
71,96,37.52,25.37,301,4.59,1.42,9.29,83.32
72,92,38.49,41.72,492,6.63,-8.81,12.44,75.31
99,96,37.84,55.47,455,-5.77,9.2,14.95,61.64
107,93,36.37,60.93,373,2.8,-7.8,10.03,61.23
119,98,36.33,24.67,233,-9.2,-8.65,13.64,43.75
55,94,37.5,65.6,72,-8.62,-9.12,8.29,72.65
112,92,38.19,54.22,356,4.27,-1.45,20.28,64.25
80,97,37.23,57.58,438,-9.51,-8.06,8.29,67.68
74,95,37.08,78.3,90,1.6,4.89,9.81,77.01
64,91,35.98,43.96,483,6.81,7.98,0.0,79.92
113,92,37.65,32.18,5,-2.4,-4.8,21.28,54.96
95,97,37.61,58.63,197,-9.1,2.58,15.56,62.43
59,99,38.4,86.15,364,4.28,-9.15,10.66,81.66
119,96,36.4,56.25,195,8.59,-2.27,14.35,51.37
71,99,37.77,78.23,469,4.34,-4.14,8.86,83.7
76,95,36.8,72.99,295,1.57,-5.43,6.76,79.5
95,90,37.18,56.28,346,-5.4,2.89,11.92,69.47
65,98,37.95,65.33,484,-9.69,-7.4,8.41,76.67
110,92,36.17,48.47,321,3.89,7.21,10.12,58.09
105,94,36.53,57.14,136,-5.38,3.3,12.78,59.81
75,96,37.82,55.51,266,7.16,4.21,11.94,74.17
80,96,37.21,69.64,403,-0.67,8.71,8.53,76.8
73,92,35.78,48.7,115,0.61,8.85,2.84,74.45
114,93,36.79,26.98,42,5.08,1.03,16.83,56.51
101,99,37.26,75.21,230,5.59,-0.09,14.7,67.28
80,96,38.23,67.94,57,2.85,-3.29,17.07,73.77
94,97,36.07,86.51,205,8.77,4.31,7.58,61.4
59,91,37.92,50.01,409,9.65,0.76,7.8,86.19
75,98,35.89,25.47,293,8.94,8.66,2.03,67.25
58,96,36.23,28.51,93,6.48,-5.23,2.3,78.81
77,97,36.23,74.13,35,4.11,-3.79,6.7,72.71
69,95,38.13,24.74,229,3.27,-3.68,12.67,81.75
62,95,36.1,83.55,226,-7.92,6.12,1.13,76.67
95,98,37.86,39.72,182,-4.57,-8.02,16.98,61.03
73,93,36.89,82.92,261,-9.89,-0.89,6.92,75.79
100,94,38.5,74.15,130,-7.25,-1.45,21.69,62.16
82,98,38.02,80.98,64,-1.22,-8.54,16.35,68.58
69,90,37.72,34.98,379,-7.07,-1.78,9.11,82.46
91,93,38.11,61.7,447,8.03,0.27,14.79,73.48
55,96,37.4,26.55,185,6.11,-8.7,6.66,78.43
78,98,38.03,34.16,116,-8.57,0.2,15.09,72.8
81,99,36.28,41.69,185,-5.02,9.18,6.27,66.15
94,95,35.79,71.86,273,6.38,9.58,5.54,59.31
117,97,37.35,21.73,150,6.06,0.63,19.14,56.47
115,98,36.8,83.22,351,8.91,0.3,14.01,58.47
90,99,36.78,24.96,412,9.95,-4.29,8.28,66.15
78,93,37.08,46.35,150,9.53,9.94,10.0,60.64
78,90,36.58,25.68,383,-1.8,-4.52,5.19,81.08
58,97,37.38,73.83,35,-4.99,-0.94,8.64,84.58
88,91,35.59,29.89,325,5.17,-9.94,2.81,64.37
111,90,38.41,81.93,464,-4.01,-3.02,20.11,65.34
103,96,38.27,57.12,465,6.13,-8.57,17.82,60.16
107,99,38.31,86.39,94,0.68,4.88,22.49,61.71
77,98,36.6,40.33,133,5.88,1.22,7.55,75.64
107,98,37.1,51.8,161,-4.48,1.44,15.77,62.61
116,92,38.36,68.6,43,0.16,-4.27,25.08,57.54
95,95,38.21,78.23,299,1.28,6.3,17.55,69.39
111,96,37.87,49.49,282,8.86,-9.93,19.23,47.58
114,99,36.72,82.47,355,-4.67,-3.33,13.36,60.5
108,98,37.19,28.26,239,8.73,3.19,15.68,56.47
111,91,37.88,69.61,51,6.1,8.16,21.58,48.41
64,97,36.32,44.37,425,4.62,-5.31,0.65,84.59
94,96,37.38,27.09,280,5.74,0.82,13.4,70.73
61,93,37.98,47.07,73,2.11,0.76,11.89,87.52
92,91,37.62,81.62,294,-5.12,7.48,14.07,64.76
115,97,36.94,88.64,237,-6.21,-8.99,15.82,49.0
57,94,37.25,47.5,166,7.33,-1.51,6.51,84.22
105,95,38.47,82.05,139,4.5,-6.35,22.44,57.26
101,96,37.31,55.68,138,-5.74,-9.57,15.85,53.89
92,99,37.86,70.19,368,2.3,-7.06,14.5,70.13
90,90,37.68,23.18,234,-1.05,9.53,14.56,66.99
95,97,37.6,59.01,2,-6.83,-5.7,17.5,57.5
67,93,37.65,24.91,255,0.64,8.7,9.6,80.39
112,98,36.86,38.8,370,-4.37,-5.89,13.52,59.08
104,90,36.92,59.68,277,-8.08,8.63,13.14,53.5
84,91,36.9,76.5,3,-0.66,3.09,11.79,73.56
116,95,35.6,59.26,391,1.8,-7.74,7.79,58.37
79,99,36.22,85.53,269,-9.06,1.64,4.73,73.04
81,90,35.96,76.72,211,-1.96,-3.63,4.41,77.01
105,93,38.16,30.94,215,-4.85,-2.34,20.15,63.18
111,97,36.32,47.23,269,-9.39,-1.2,11.63,57.18
101,99,35.92,66.79,475,-7.49,-1.55,5.53,68.16
93,94,35.86,85.69,15,-7.22,3.28,8.25,61.2
70,98,37.6,89.14,415,-6.34,5.37,8.35,79.25
76,95,35.52,73.42,63,6.07,-3.42,2.66,71.88
108,90,36.91,60.16,238,-1.21,8.49,14.29,59.12
75,95,35.86,72.96,459,-7.06,8.77,0.19,72.69
70,95,38.05,39.13,15,-7.99,-9.19,14.59,64.68
113,95,38.38,39.85,51,-4.04,-9.7,24.47,48.03
85,97,38.38,65.8,18,5.96,-1.5,19.2,68.91
96,95,36.83,81.03,324,-2.71,1.81,10.59,73.05
86,94,37.43,87.89,395,-6.8,-4.44,10.92,71.41
